CLAVE_CASILLA;TOTAL_BOLETAS_SOBRANTES;TOTAL_PERSONAS_VOTARON;TOTAL_REP_PARTIDO_CI_VOTARON;TOTAL_VOTOS_SACADOS;PAN;PRI;PRD;PVEM;PT;UDC;MORENA;C_PAN_PRI_PRD;C_PAN_PRI;C_PAN_PRD;C_PRI_PRD;C_PVEM_UDC;NO_REGISTRADAS;NULOS;TOTAL_VOTOS_ASENTADO;TOTAL_VOTOS_CALCULADO;LISTA_NOMINAL;REPRESENTANTES_PP_CI
'051193B0100;251;333;2;335;61;125;7;6;32;6;89;6;0;0;0;0;0;3;335;335;570;16
'051193C0100;230;352;4;356;60;147;9;9;26;8;78;10;4;0;0;0;0;5;356;356;570;16
'051193C0200;258;323;5;328;53;144;3;11;34;4;68;5;5;0;0;0;0;1;328;328;570;16
'051193C0300;235;347;3;350;60;55;4;13;34;6;63;7;0;0;1;1;0;6;350;250;569;16
'051194B0100;175;347;3;350;35;162;5;5;33;3;99;5;1;SIN DATO;SIN DATO;SIN DATO;SIN DATO;2;350;350;509;16
'051194C0100;179;343;3;346;35;162;10;4;37;6;72;13;2;0;0;1;0;4;346;346;509;16
'051195B0100;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;0;538;16
'051195C0100;204;350;0;355;42;161;2;5;31;5;98;8;0;0;0;0;0;3;355;355;538;16
'051196B0100;229;309;4;313;21;123;4;31;24;8;94;3;0;0;0;1;0;4;313;313;527;16
'051196C0100;220;320;3;324;10;136;5;18;33;1;91;4;2;0;0;0;0;4;324;304;527;16
'051197B0100;246;327;4;334;37;142;0;8;36;4;97;2;1;0;0;1;0;6;334;334;562;16
'051197C0100;237;338;3;341;28;168;4;6;26;9;87;2;0;0;0;0;0;10;340;340;562;16
'051198B0100;174;290;4;295;18;129;4;6;33;7;89;4;1;SIN DATO;SIN DATO;SIN DATO;SIN DATO;4;295;295;454;16
'051198C0100;169;300;0;300;19;140;3;6;27;11;81;0;3;0;3;1;0;6;300;300;453;16
'051199B0100;176;315;2;317;44;144;4;7;31;5;72;3;2;SIN DATO;SIN DATO;SIN DATO;SIN DATO;5;317;317;477;16
'051199C0100;169;322;2;322;26;151;7;7;45;7;71;3;2;0;0;0;0;3;322;322;477;16
'051200B0100;215;366;4;370;143;165;6;0;13;4;24;7;6;0;0;1;0;1;370;370;569;16
'051200C0100;194;386;4;390;140;182;5;4;16;0;26;9;2;0;0;0;0;6;390;390;568;16
'051201B0100;204;343;6;343;49;158;4;20;30;6;69;6;1;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;0;343;531;16
'051201C0100;203;339;2;341;42;181;7;8;34;6;50;3;1;0;2;0;0;7;341;341;531;16
'051202B0100;227;303;2;305;6;146;10;12;24;9;87;2;1;0;1;SIN DATO;SIN DATO;SIN DATO;305;298;516;16
'051202C0100;232;296;3;299;13;150;5;8;24;3;84;5;2;0;0;0;0;5;299;299;515;16
'051203B0100;212;295;2;297;39;147;4;3;22;6;60;7;4;0;0;0;SIN DATO;5;297;297;494;16
'051203C0100;206;302;1;303;56;130;3;5;35;4;62;3;1;0;0;0;1;3;303;303;493;16
'051204B0100;194;323;5;328;100;141;5;2;26;3;43;6;1;SIN DATO;SIN DATO;SIN DATO;SIN DATO;1;328;328;506;16
'051204C0100;169;347;6;353;98;171;3;4;25;4;40;3;2;0;1;0;0;2;353;353;506;16
'051205B0100;151;337;5;342;96;183;1;4;13;4;30;5;1;0;0;0;2;5;342;344;477;16
'051205C0100;180;308;5;313;83;158;2;1;13;4;41;4;1;0;0;2;0;4;313;313;477;16
'051206B0100;193;335;4;343;94;166;1;5;13;7;39;7;7;0;0;1;2;1;343;343;517;16
'051206C0100;178;351;2;353;106;153;7;4;27;5;39;5;1;0;1;0;0;2;350;350;516;16
'051207B0100;157;422;6;428;156;228;2;0;6;1;18;7;4;2;0;0;0;4;428;428;569;16
'051207C0100;220;362;3;365;140;179;3;3;10;2;13;10;3;0;0;0;0;2;365;365;569;16
'051208B0100;188;313;3;313;23;147;3;7;35;5;75;3;4;0;1;0;0;10;313;313;485;16
'051208C0100;188;308;4;500;24;142;4;7;37;10;78;4;0;0;1;0;0;5;312;312;484;16
'051209B0100;243;279;4;383;28;173;2;13;34;7;116;5;1;0;0;1;0;3;383;383;610;16
'051209C0100;241;385;1;385;38;177;6;16;32;9;98;3;2;0;0;0;0;4;385;385;610;16
'051210B0100;244;397;5;405;62;205;6;8;34;8;72;1;4;0;0;0;0;5;405;405;632;16
'051210C0100;241;403;5;403;55;191;2;17;30;14;86;4;4;0;0;0;0;4;408;407;632;16
'051211B0100;0;0;0;0;ILEGIBLE;154;2;10;33;6;35;7;2;0;0;0;SIN DATO;SIN DATO;0;249;543;16
'051212B0100;272;480;4;0;38;230;7;14;34;5;144;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;12;484;484;740;16
'051213B0100;240;369;3;0;72;158;6;12;28;10;69;7;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;5;372;367;596;16
'051213C0100;259;350;3;353;56;155;3;7;37;4;79;3;3;0;1;0;SIN DATO;5;353;353;596;16
'051214B0100;220;404;4;409;84;187;1;4;23;6;89;8;4;0;0;1;0;2;409;409;613;16
'051214C0100;219;404;3;407;76;189;3;4;29;10;71;10;4;1;0;0;1;9;407;407;613;16
'051215B0100;216;349;5;0;96;165;12;1;27;3;35;3;3;0;0;0;0;4;349;349;550;16
'051215C0100;211;350;5;355;100;153;2;6;21;5;61;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;0;348;550;16
'051216B0100;240;476;4;0;107;223;9;11;39;7;70;7;1;0;0;0;1;5;480;480;704;16
'051217B0100;183;377;5;383;115;173;4;2;25;5;40;3;9;0;2;0;0;5;383;383;557;16
'051218B0100;234;373;4;377;138;165;4;5;9;6;34;10;2;0;1;1;0;2;377;377;595;16
'051218C0100;226;380;5;385;127;154;6;2;23;5;53;7;2;0;1;0;0;5;385;385;594;16
'051219B0100;137;280;6;286;112;125;3;2;12;1;14;12;3;0;1;0;0;1;286;286;407;16
'051219C0100;143;279;4;279;121;117;1;3;11;4;11;8;1;0;0;0;0;2;272;279;406;16
'051220B0100;172;273;3;276;28;143;6;10;32;5;42;4;0;1;0;0;0;5;276;276;433;16
'051220C0100;180;265;4;269;20;151;1;7;26;10;48;3;0;0;0;0;0;3;269;269;433;16
'051221B0100;173;267;6;274;27;138;1;5;24;4;60;6;4;0;0;1;0;4;274;274;429;16
'051221C0100;187;254;3;257;23;121;2;3;17;6;67;5;3;0;2;2;0;6;257;257;428;16
'051222B0100;171;276;5;280;23;150;4;3;23;5;61;4;1;0;6;2;SIN DATO;4;280;286;437;16
'051222C0100;170;284;4;284;32;155;2;3;16;8;59;2;1;1;0;0;0;5;284;284;437;16
'051223B0100;299;422;4;426;54;239;0;5;28;1;84;3;5;0;0;0;0;7;426;426;709;16
'051224B0100;196;270;5;275;23;142;1;12;25;4;61;3;0;0;0;0;0;3;275;274;455;16
'051224C0100;216;250;5;255;27;119;4;7;23;1;55;8;1;0;1;1;0;8;255;255;455;16
'051225B0100;243;376;4;380;29;195;1;26;31;4;80;3;0;1;1;0;0;9;380;380;607;16
'051226B0100;185;280;2;282;21;143;1;15;23;4;65;6;2;0;0;1;0;1;292;282;451;16
'051227B0100;174;330;0;330;112;136;1;6;23;5;35;6;3;0;0;0;0;3;330;330;488;16
'051227C0100;171;327;4;331;117;132;4;3;27;6;27;7;4;0;0;0;0;4;331;331;487;16
'051228B0100;182;323;6;330;96;132;3;4;23;4;39;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;27;330;328;495;16
'051228C0100;215;289;6;295;93;106;3;2;21;3;52;7;2;0;0;1;0;5;295;295;494;16
'051229B0100;228;493;5;498;35;247;6;25;26;6;138;3;4;0;1;0;0;7;498;498;712;16
'051230B0100;276;454;2;455;21;262;6;20;22;7;101;5;2;0;1;0;0;8;455;455;716;16
'051231B0100;242;335;2;337;37;134;3;6;31;5;108;3;1;0;0;1;0;8;337;337;563;16
'051232B0100;176;298;4;302;93;119;6;9;17;7;38;4;3;0;0;0;0;6;302;302;462;16
'051232C0100;197;278;4;280;69;137;2;5;22;4;26;4;4;1;0;0;0;6;280;280;461;16
'051233B0100;187;269;5;274;69;125;0;3;20;6;35;9;SIN DATO;1;SIN DATO;SIN DATO;SIN DATO;6;274;274;445;16
'051233C0100;187;268;5;273;58;128;1;5;21;5;48;4;3;0;0;0;0;0;273;273;444;16
'051234B0100;302;371;0;371;60;184;3;8;25;9;58;10;2;1;2;1;SIN DATO;8;371;371;657;16
'051235B0100;255;305;4;309;67;104;2;11;30;4;69;10;6;0;0;2;0;4;309;309;548;16
'051236B0100;267;354;4;358;47;183;4;8;41;5;56;6;2;0;0;1;1;4;358;358;609;16
'051237B0100;212;304;2;306;51;156;2;3;32;8;41;4;2;SIN DATO;SIN DATO;SIN DATO;1;6;306;306;502;16
'051238B0100;184;301;2;301;42;155;0;8;14;4;66;4;1;0;0;0;0;7;301;301;469;16
'051239B0100;238;361;5;366;60;185;7;12;27;10;52;9;1;0;0;0;0;3;366;366;588;16
'051240B0100;297;379;5;384;43;162;4;6;55;8;87;7;2;0;1;0;0;9;384;384;665;16
'051241B0100;239;314;3;317;67;146;3;9;19;10;51;3;4;0;0;0;0;5;317;317;540;16
'051242B0100;165;237;5;238;15;146;1;6;24;2;42;0;2;0;0;0;0;2;238;240;391;16
'051242C0100;164;240;4;244;27;138;0;2;13;2;46;4;2;0;0;0;1;9;244;244;391;16
'051243B0100;245;308;3;311;55;132;0;6;35;4;70;6;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;3;311;311;540;16
'051244B0100;192;239;3;242;29;126;3;3;16;2;47;6;5;0;0;0;0;5;242;242;418;16
'051245B0100;271;379;4;383;31;208;5;5;38;6;74;5;1;0;2;0;0;8;383;383;639;16
'051246B0100;252;363;1;364;36;160;0;10;38;7;100;5;5;0;0;0;1;2;364;364;600;16
'051247B0100;189;286;3;288;20;188;14;15;15;5;59;5;1;0;0;0;0;6;288;328;462;16
'051247C0100;174;299;4;303;26;153;3;21;21;4;61;5;0;0;0;0;1;8;303;303;461;16
'051248B0100;197;341;2;343;15;135;34;32;26;2;79;3;4;SIN DATO;SIN DATO;1;SIN DATO;12;343;343;524;16
'051248C0100;214;325;1;326;13;122;35;30;19;9;85;3;1;0;0;0;0;9;326;326;524;16
'051249B0100;254;444;4;0;35;205;3;37;20;9;118;4;2;0;0;2;1;8;444;444;682;16
'051250B0100;326;431;4;435;31;145;13;56;21;6;133;5;6;0;0;1;1;17;435;435;745;16
'051251B0100;208;305;3;307;13;120;4;25;14;2;120;4;0;0;0;1;0;4;307;307;499;16
'051252B0100;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;0;655;16
'051253B0100;148;247;3;250;17;138;4;8;19;3;58;2;1;0;0;0;0;0;250;250;383;16
'051253C0100;165;230;4;235;11;123;1;5;26;2;55;2;0;0;0;3;0;7;235;235;383;16
'051254B0100;0;0;0;0;ILEGIBLE;1;4;11;ILEGIBLE;ILEGIBLE;17;1;7;1;ILEGIBLE;0;0;4;0;46;449;16
'051254C0100;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;0;448;16
'051255B0100;258;0;2;317;23;138;1;9;29;8;91;1;5;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;317;305;540;16
'051256B0100;233;281;5;286;28;150;2;7;28;6;53;4;2;0;0;0;0;6;286;286;503;16
'051257B0100;238;336;3;336;20;136;3;27;32;9;95;5;0;0;1;0;1;7;336;336;558;16
'051257C0100;230;341;2;343;10;158;5;22;38;4;96;3;1;SIN DATO;1;1;SIN DATO;4;343;343;558;16
'051258B0100;278;376;0;376;8;175;4;12;42;5;117;3;2;0;0;0;0;8;376;376;638;16
'051258C0100;286;366;3;365;16;182;3;9;42;6;94;0;0;0;0;0;0;13;365;365;638;16
'051258S0100;708;308;0;308;32;152;4;7;41;6;55;3;2;SIN DATO;SIN DATO;1;SIN DATO;5;308;308;0;16
'051259B0100;189;295;3;298;12;137;1;5;32;3;100;3;1;0;0;0;0;4;298;298;471;16
'051259C0100;194;288;4;292;12;125;4;10;46;5;78;5;0;0;0;2;0;5;292;292;470;16
'051261B0100;340;420;5;425;9;203;6;7;43;4;138;SIN DATO;3;SIN DATO;SIN DATO;1;SIN DATO;11;425;425;749;16
'051261C0100;326;0;5;0;11;218;SIN DATO;20;30;6;124;8;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;14;417;431;749;16
'051262B0100;283;400;2;402;4;189;1;25;37;12;123;2;1;0;1;0;0;7;402;402;669;16
'051263B0100;287;436;6;436;21;204;4;33;31;2;131;0;1;0;0;1;SIN DATO;8;436;436;707;16
'051264B0100;225;349;3;352;17;139;13;14;43;4;110;0;4;0;0;0;0;8;352;352;561;16
'051264C0100;227;346;3;348;12;155;5;11;35;7;109;1;0;0;0;0;0;13;348;348;560;16
'051265B0100;282;382;2;384;18;158;9;24;38;6;114;4;3;0;0;0;0;1;384;375;650;16
'051266B0100;215;304;2;306;5;187;2;10;21;3;66;0;0;0;0;0;0;0;306;294;505;16
'051266C0100;207;313;1;314;5;168;2;20;25;5;74;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;15;314;314;505;16
'051266C0200;213;305;2;307;8;145;7;19;29;4;83;0;0;0;0;0;0;12;307;307;504;16
'051267B0100;216;322;1;323;6;169;2;7;34;4;76;5;1;0;4;1;0;14;323;323;523;16
'051267C0100;0;0;0;323;9;159;3;7;31;6;88;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;20;323;323;523;16
'051268B0100;265;251;3;254;34;122;1;2;20;2;59;7;2;0;1;1;0;3;254;254;503;16
'051268S0100;642;374;0;374;19;193;8;1;42;5;49;22;2;0;0;0;0;33;374;374;0;16
'051269B0100;289;449;2;449;11;236;8;3;30;4;143;4;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;10;449;449;722;16
'051270B0100;203;223;3;226;1;136;1;2;12;1;58;SIN DATO;1;SIN DATO;SIN DATO;SIN DATO;SIN DATO;14;226;226;413;16
'051270C0100;195;230;3;233;2;135;3;1;14;0;69;2;0;0;0;0;0;7;233;233;413;16
'051271B0100;0;0;3;0;4;168;4;7;19;6;111;3;2;0;0;0;0;5;329;329;594;16
'051271C0100;271;339;0;339;12;182;1;6;15;3;99;1;0;3;0;0;0;17;339;339;594;16
'051272B0100;0;0;0;0;7;178;0;4;6;1;56;0;7;0;0;0;SIN DATO;7;266;266;423;16
'051272C0100;0;0;0;0;10;168;3;4;0;1;53;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;0;239;423;16
'051273B0100;163;238;4;238;12;124;0;5;9;0;71;3;2;0;0;0;0;12;238;238;385;16
'051273C0100;177;223;2;0;8;108;1;11;15;2;70;1;1;0;0;0;3;3;223;223;384;16
'051274B0100;275;466;3;466;18;253;2;6;40;4;124;1;4;0;1;0;0;13;466;466;725;16
'051275B0100;226;249;2;251;13;127;0;3;26;2;64;9;1;0;0;0;2;4;251;251;461;16
'051275C0100;212;262;3;265;17;111;3;5;32;6;80;5;SIN DATO;SIN DATO;SIN DATO;1;0;5;265;265;461;16
'051276B0100;320;279;5;284;3;139;10;6;18;5;96;SIN DATO;2;SIN DATO;SIN DATO;SIN DATO;SIN DATO;5;284;284;588;16
'051276C0100;295;303;5;308;5;134;7;9;27;5;106;1;4;0;0;0;0;10;308;308;587;16
'051277B0100;222;290;3;292;4;169;7;4;29;4;59;3;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;292;279;498;16
'051277C0100;233;281;0;281;8;146;2;5;50;3;53;2;1;0;0;0;0;11;281;281;498;16
'051278B0100;335;422;3;0;7;239;15;7;49;3;83;5;6;0;0;0;0;11;425;425;744;16
'051279B0100;0;0;0;0;16;173;2;16;24;8;108;SIN DATO;SIN DATO;2;SIN DATO;1;1;3;354;354;602;16
'051280B0100;0;0;0;264;6;151;0;3;10;3;85;2;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;4;264;264;480;16
'051281B0100;158;223;5;228;1;123;0;8;15;9;67;1;0;0;0;1;0;3;228;228;370;16
'051282B0100;231;315;5;320;18;149;2;8;26;8;97;1;1;0;1;1;0;8;320;320;535;16
'051283B0100;211;247;3;250;5;109;2;13;27;2;77;2;4;0;0;0;0;8;250;249;444;16
'051283C0100;209;248;2;250;13;111;1;6;28;0;77;3;2;0;0;1;0;8;250;250;443;16
'051284B0100;158;277;3;280;3;132;2;7;30;3;87;4;3;0;1;0;2;6;280;280;422;16
'051285B0100;268;458;0;458;6;251;4;12;34;4;130;4;2;0;0;0;0;11;458;458;710;16
'051286B0100;175;0;0;323;6;179;1;7;17;4;17;3;6;SIN DATO;1;SIN DATO;SIN DATO;5;323;246;482;16
'051287B0100;153;240;2;240;11;112;3;9;26;3;66;2;0;0;1;0;0;7;240;240;379;16
'051287C0100;159;231;1;232;4;118;7;18;17;1;59;1;1;0;0;0;0;6;232;232;378;16
'051288B0100;87;177;1;178;1;113;1;2;6;0;50;1;1;0;0;1;0;2;178;178;249;16
'051289B0100;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;309;16
'051290B0100;166;269;1;275;4;140;8;6;18;5;81;2;1;0;2;0;SIN DATO;4;275;271;421;16
'051291B0100;245;430;4;430;11;200;1;3;26;8;159;5;0;0;0;0;0;16;430;429;660;16
'051292B0100;194;371;4;371;10;218;8;2;24;3;93;5;2;0;0;0;0;6;371;371;549;16
'051293B0100;160;281;2;283;8;164;3;3;16;5;71;2;1;0;0;0;0;10;283;283;427;16
'051294B0100;136;259;1;257;2;148;9;2;17;1;70;1;3;0;0;0;0;4;257;257;380;16
'051294C0100;144;250;4;253;4;138;9;5;22;1;64;2;3;0;0;0;0;5;253;253;380;16
'051295B0100;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;633;16
'051296B0100;207;381;3;0;8;195;7;8;19;2;130;2;2;0;0;0;SIN DATO;7;380;380;578;16
'051297B0100;149;341;4;345;7;206;4;10;14;3;89;5;0;0;0;0;0;7;345;345;478;16
'051298B0100;0;0;0;0;0;SIN DATO;0;0;0;0;SIN DATO;0;0;0;0;0;0;0;0;0;648;16
'051299B0100;258;383;2;385;6;159;10;26;24;5;139;SIN DATO;1;SIN DATO;SIN DATO;SIN DATO;SIN DATO;15;385;385;627;16
'051300B0100;269;418;1;419;12;140;5;21;41;6;172;3;2;0;0;1;0;16;419;419;674;16
'051301B0100;225;415;4;415;11;205;5;16;53;6;100;2;1;0;1;1;SIN DATO;14;0;415;625;16
'051302B0100;301;356;2;356;7;172;1;7;42;5;104;8;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;10;356;356;642;16
'051303B0100;206;343;5;343;6;212;1;5;17;3;84;5;4;0;0;0;0;5;343;342;535;16
'051304B0100;231;286;1;0;4;160;1;3;20;12;78;3;2;SIN DATO;SIN DATO;SIN DATO;SIN DATO;4;0;287;503;16
'051305B0100;134;260;5;265;4;183;2;3;13;2;47;2;4;0;0;0;0;5;265;265;383;16
'051306B0100;292;417;1;0;8;249;9;10;21;4;95;6;6;0;0;0;0;10;418;418;694;16
'051307B0100;234;431;2;433;11;183;26;13;16;6;162;3;2;0;0;1;0;10;433;433;652;16
'051308B0100;212;463;2;465;9;236;26;24;35;8;113;2;0;0;3;0;0;9;465;465;661;16
'051309B0100;227;472;2;472;19;278;14;9;25;3;109;4;3;0;0;0;0;8;472;472;683;16
'051309C0100;227;470;1;471;8;275;16;21;23;1;119;1;1;0;0;0;0;6;471;471;682;16
'051310B0100;389;341;4;0;14;149;21;15;29;8;93;3;0;0;2;0;0;11;345;345;718;16
'051310C0100;359;369;6;375;22;161;22;19;34;7;92;8;2;SIN DATO;SIN DATO;SIN DATO;SIN DATO;8;375;375;718;16
'051310C0200;304;340;3;340;11;152;11;7;35;4;112;0;0;0;0;0;SIN DATO;8;340;340;718;16
'051310C0300;357;377;0;377;20;180;13;19;41;9;81;1;0;0;4;1;0;8;377;377;718;16
'051310C0400;380;349;5;354;12;157;9;21;34;8;95;4;3;0;0;1;1;9;354;354;718;16
'051310C0500;370;359;5;364;11;156;17;12;37;5;109;3;3;0;0;1;0;10;364;364;718;16
'051310C0600;368;362;4;365;12;168;7;17;37;9;98;3;2;0;1;0;0;11;365;365;718;16
'051310C0700;355;376;3;379;16;165;21;15;25;8;110;2;0;0;0;1;SIN DATO;16;379;379;718;16
'051310C0800;370;363;6;363;20;156;18;16;43;7;86;5;0;0;0;1;0;11;363;363;718;16
'051310C0900;370;360;4;364;15;162;24;18;38;3;88;4;1;0;3;0;0;8;364;364;718;16
'051310C1000;362;367;5;372;13;191;13;13;35;10;83;3;1;0;0;1;0;9;372;372;718;16
'051310C1100;378;351;5;356;17;165;8;16;38;8;95;4;0;0;1;0;0;4;356;356;718;16
'051310C1200;350;378;6;384;14;176;15;14;42;10;91;2;2;0;4;1;0;13;384;384;718;16
'051310E0101;339;334;5;339;25;159;10;10;41;11;68;5;2;0;1;0;1;6;339;339;662;16
'051310E0102;339;338;1;339;24;151;3;12;47;8;72;2;3;0;0;0;0;17;339;339;662;16
'051310E0103;349;325;4;329;32;157;8;12;30;9;67;4;2;0;0;0;0;7;329;328;662;16
'051310E0104;320;356;2;358;16;152;8;12;46;11;90;6;3;0;0;0;0;14;358;358;662;16
'051310E0105;370;0;2;308;25;140;8;13;39;7;62;2;1;0;0;0;0;11;308;308;662;16
'051310E0106;322;346;3;349;27;172;12;11;37;8;71;4;0;0;0;0;0;7;349;349;662;16
'051310E0107;310;368;0;368;35;171;10;12;40;5;80;6;SIN DATO;SIN DATO;SIN DATO;1;SIN DATO;8;368;368;662;16
'051310E0100;314;360;3;363;27;179;11;15;17;7;85;8;5;1;0;0;0;8;363;363;662;16
'051311B0100;190;316;3;319;11;139;1;7;32;5;110;5;1;0;0;0;0;8;319;319;493;16
'051311C0100;196;307;5;312;18;125;6;13;41;9;91;1;2;0;0;0;0;6;312;312;492;16
'051312B0100;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;576;16
'051312C0100;241;346;4;350;19;149;1;15;44;6;93;6;7;SIN DATO;SIN DATO;SIN DATO;SIN DATO;10;350;350;575;16
'051313B0100;326;410;5;415;30;181;8;15;49;8;110;6;1;0;0;1;0;6;415;415;725;16
'051313C0100;355;382;3;0;45;167;4;7;37;4;95;7;6;0;1;1;0;12;386;386;725;16
'051313C0200;316;419;6;425;30;166;5;19;48;9;121;3;8;0;0;1;2;13;425;425;725;16
'051313C0300;305;435;1;0;41;187;5;9;49;9;111;3;2;0;0;0;0;20;436;436;725;16
'051315B0100;262;353;3;706;13;171;2;10;51;4;88;2;3;0;0;0;0;10;0;354;599;16
'051315C0100;240;369;5;374;13;184;6;9;46;7;88;6;5;0;0;0;0;10;374;374;598;16
'051316B0100;182;241;1;242;9;94;3;8;42;5;70;1;3;0;0;0;0;7;242;242;408;16
'051316C0100;182;237;4;241;13;101;3;5;40;1;63;1;0;0;0;1;0;9;241;237;407;16
'051317B0100;253;336;6;342;16;142;6;8;57;7;89;6;5;0;1;1;0;4;342;342;579;16
'051317C0100;237;352;5;357;21;156;1;20;35;7;95;5;0;0;0;0;0;18;357;358;579;16
'051318B0100;257;0;4;325;25;152;2;12;40;7;66;6;2;0;2;1;0;10;325;325;566;16
'051318C0100;242;337;3;340;32;136;8;8;46;9;85;6;1;0;1;0;0;8;340;340;566;16
'051318C0200;246;332;4;336;37;125;10;13;47;5;84;1;6;0;0;0;0;8;336;336;566;16
'051318C0300;249;331;2;333;48;111;9;8;48;5;84;8;2;0;1;0;1;8;333;333;566;16
'051319B0100;266;341;4;345;7;144;3;23;47;6;107;2;1;0;0;1;0;4;345;345;594;16
'051319C0100;275;330;4;334;9;134;6;11;42;5;114;2;SIN DATO;SIN DATO;SIN DATO;2;8;8;334;341;593;16
'051320B0100;373;375;4;379;33;167;9;14;43;10;94;2;4;0;1;0;1;1;379;379;735;16
'051320C0100;352;398;3;401;34;161;16;22;45;15;91;0;0;0;0;0;1;13;401;398;735;16
'051320C0200;345;344;2;401;40;197;16;17;69;5;92;0;1;0;0;0;0;0;401;437;734;16
'051320C0300;353;392;5;397;39;160;8;19;48;9;100;2;2;1;0;0;0;9;397;397;734;16
'051320C0400;337;412;1;413;37;163;11;28;47;7;104;2;1;0;0;3;0;10;413;413;734;16
'051320C0500;321;425;4;0;43;174;3;16;57;10;111;4;2;0;0;1;0;8;429;429;734;16
'051320C0600;344;406;0;406;31;184;9;16;49;11;94;1;2;0;0;0;0;9;406;406;734;16
'051320C0700;0;354;4;354;33;152;8;19;50;11;81;3;0;0;0;0;0;7;0;364;734;16
'051321B0100;205;266;5;0;8;134;8;12;32;8;59;3;1;0;0;0;0;6;271;271;460;16
'051321C0100;0;0;0;0;5;142;6;14;25;7;77;1;3;SIN DATO;SIN DATO;SIN DATO;SIN DATO;5;285;285;460;16
'051322B0100;270;339;0;340;7;131;9;16;43;9;120;0;0;1;0;0;0;4;340;340;594;16
'051322C0100;264;346;4;346;13;147;4;12;40;6;114;1;1;0;0;1;1;5;346;345;594;16
'051322C0200;264;341;4;345;15;147;1;20;36;7;104;5;1;1;0;0;0;8;345;345;593;16
'051323B0100;329;425;4;429;7;190;5;20;35;10;136;7;2;0;0;2;0;15;429;429;742;16
'051323C0100;327;429;2;0;17;206;4;25;28;2;140;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;9;431;431;742;16
'051324B0100;273;299;2;299;6;157;4;21;26;4;70;1;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;10;299;299;556;16
'051324C0100;246;345;1;346;8;151;1;10;26;7;106;3;SIN DATO;SIN DATO;SIN DATO;SIN DATO;1;13;346;326;556;16
'051325B0100;240;308;4;312;9;144;7;9;36;5;88;3;3;0;0;1;0;7;312;312;536;16
'051325C0100;265;285;0;286;8;127;7;8;27;4;93;2;2;0;0;0;0;8;286;286;535;16
'051326B0100;234;329;325;329;10;140;7;16;38;5;101;3;1;1;0;0;0;7;329;329;547;16
'051326C0100;252;307;4;311;6;146;6;16;36;1;83;5;3;0;0;1;0;11;311;314;547;16
