CLAVE_CASILLA;TOTAL_BOLETAS_SOBRANTES;TOTAL_PERSONAS_VOTARON;TOTAL_REP_PARTIDO_CI_VOTARON;TOTAL_VOTOS_SACADOS;PAN;PRI;PRD;PVEM;PT;UDC;MORENA;C_PAN_PRI_PRD;C_PAN_PRI;C_PAN_PRD;C_PRI_PRD;C_PVEM_UDC;NO_REGISTRADAS;NULOS;TOTAL_VOTOS_ASENTADO;TOTAL_VOTOS_CALCULADO;LISTA_NOMINAL;REPRESENTANTES_PP_CI
'051327B0100;237;334;3;339;10;135;5;19;30;7;118;3;2;1;1;0;0;8;339;339;558;16
'051327C0100;260;312;2;312;4;143;9;12;38;6;87;2;1;0;0;0;0;10;312;312;558;16
'051328B0100;240;303;4;307;18;130;7;7;38;7;81;8;3;0;0;0;0;8;307;307;531;16
'051328C0100;239;300;7;307;15;139;5;7;46;2;85;0;1;0;0;0;0;7;307;307;530;16
'051329B0100;290;387;3;389;10;178;6;35;60;12;68;5;0;0;0;0;1;14;389;389;664;16
'051329C0100;371;375;4;375;6;207;5;16;47;3;78;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;13;375;375;663;16
'051330B0100;247;275;4;273;8;131;1;8;23;6;72;7;0;0;0;0;SIN DATO;15;271;271;506;16
'051330C0100;209;310;2;312;10;133;2;4;42;8;96;5;2;0;0;0;0;10;312;312;505;16
'051331B0100;197;302;5;4;15;162;2;15;22;3;70;3;1;SIN DATO;SIN DATO;SIN DATO;SIN DATO;7;302;300;483;16
'051331C0100;219;276;3;279;15;142;3;10;30;2;65;1;4;0;1;0;0;6;279;279;482;16
'051332B0100;0;0;0;0;18;162;1;9;27;5;101;4;2;0;0;0;0;20;349;349;591;16
'051332C0100;239;1089;2;0;25;171;3;11;42;6;88;2;4;0;1;SIN DATO;SIN DATO;11;364;364;590;16
'051333B0100;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;0;416;16
'051333C0100;0;0;0;253;26;98;5;6;18;9;79;6;3;SIN DATO;SIN DATO;SIN DATO;SIN DATO;5;253;255;415;16
'051334B0100;325;396;4;10;45;168;3;8;49;11;103;5;2;0;0;0;0;6;400;400;709;16
'051335B0100;196;279;4;283;29;134;3;5;7;6;74;5;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;8;283;271;463;16
'051336B0100;248;329;0;329;8;175;4;19;33;2;79;1;1;1;0;0;0;7;330;330;562;16
'051336C0100;244;331;3;334;8;161;5;21;33;5;87;3;2;0;0;0;1;8;334;334;562;16
'051337B0100;178;291;3;294;10;150;5;21;30;5;53;6;3;0;0;0;0;11;294;294;456;16
'051337C0100;191;280;2;0;14;120;1;27;24;1;70;4;1;0;0;0;0;0;258;262;455;16
'051338B0100;214;345;4;349;15;129;4;22;28;9;130;5;4;0;0;1;0;6;349;353;547;16
'051338C0100;162;318;3;0;152;2;14;14;6;2;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;3;0;10;318;203;547;16
'051339B0100;226;294;6;300;30;112;8;8;36;4;90;1;2;0;0;2;0;7;300;300;510;16
'051339C0100;526;310;3;314;23;107;8;15;32;6;115;1;0;0;1;0;SIN DATO;6;314;314;510;16
'051340B0100;205;311;4;311;15;151;6;12;29;3;84;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;0;11;311;311;504;16
'051340C0100;216;298;5;303;16;130;6;22;28;7;77;6;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;11;303;303;504;16
'051341B0100;241;315;0;315;12;121;18;27;32;5;85;1;1;0;2;2;0;9;315;315;531;16
'051341C0100;231;314;0;315;8;100;25;30;28;11;86;3;2;0;1;0;1;20;315;315;530;16
'051342B0100;274;314;4;318;11;141;14;10;38;6;78;6;1;SIN DATO;2;1;SIN DATO;10;318;318;576;16
'051342C0100;269;319;5;324;13;150;11;15;42;7;71;3;2;0;1;0;SIN DATO;9;324;324;575;16
'051343B0100;246;277;3;280;9;139;1;19;27;1;72;0;3;0;1;0;0;8;280;280;510;16
'051343C0100;231;289;6;295;14;137;7;21;11;5;86;2;0;0;0;0;0;12;295;295;510;16
'051343C0200;0;0;0;0;6;142;5;7;22;3;92;2;2;0;1;0;SIN DATO;12;294;294;509;16
'051344B0100;139;264;3;267;5;158;6;11;11;3;61;7;SIN DATO;SIN DATO;SIN DATO;1;SIN DATO;4;267;267;489;16
'051344C0100;216;300;3;300;8;190;9;17;16;2;52;6;2;0;0;0;0;4;306;306;488;16
'051345B0100;319;357;2;359;11;178;9;10;25;10;104;2;2;SIN DATO;SIN DATO;SIN DATO;SIN DATO;8;359;359;663;16
'051345C0100;306;369;3;372;10;184;6;13;27;5;112;4;2;0;2;0;0;7;372;372;662;16
'051346B0100;257;404;2;406;18;186;3;17;44;10;106;3;6;0;0;0;SIN DATO;13;406;406;647;16
'051346C0100;302;392;3;0;13;219;6;13;25;4;91;3;1;SIN DATO;1;SIN DATO;1;SIN DATO;392;377;646;16
'051347B0100;241;346;5;351;11;181;3;23;33;11;77;1;0;0;0;0;0;11;351;351;576;16
'051347C0100;211;378;2;379;9;208;6;16;34;3;90;5;1;0;0;0;0;7;379;379;576;16
'051348B0100;276;351;4;355;19;166;6;19;37;9;86;2;3;1;SIN DATO;1;SIN DATO;6;355;355;619;16
'051348C0100;286;349;5;349;20;152;6;16;33;8;96;3;1;0;0;0;0;14;0;349;619;16
'051349B0100;339;362;5;0;13;166;7;16;28;11;113;3;3;0;0;1;1;3;0;365;690;16
'051349C0100;336;364;5;0;11;168;4;13;34;9;122;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;9;370;370;689;16
'051350B0100;311;417;3;421;45;156;20;15;52;12;105;4;5;0;0;0;0;7;421;421;716;16
'051350C0100;0;409;4;413;26;171;15;9;68;9;99;4;1;0;2;0;0;9;413;413;716;16
'051350C0200;345;382;4;386;39;138;13;12;62;4;98;6;4;1;0;0;0;8;386;385;716;16
'051350C0300;319;408;5;413;39;168;16;15;49;6;103;3;1;0;3;0;0;10;413;413;716;16
'051350C0400;306;429;5;436;36;145;19;21;64;11;116;10;2;0;0;0;1;11;436;436;716;16
'051350C0500;315;114;2;416;40;151;14;19;46;8;113;8;6;SIN DATO;SIN DATO;1;SIN DATO;10;416;416;716;16
'051350C0600;359;367;0;373;32;155;12;12;51;7;80;9;3;0;1;1;0;10;373;373;716;16
'051350C0700;298;433;2;436;34;158;14;15;61;7;126;10;1;SIN DATO;SIN DATO;SIN DATO;SIN DATO;10;436;436;716;16
'051350C0800;306;421;4;424;39;148;8;17;54;6;135;3;2;0;0;1;0;11;424;424;715;16
'051350C0900;323;405;3;405;39;165;10;16;40;9;112;4;4;0;1;0;0;5;405;405;715;16
'051350C1000;328;400;1;401;35;142;13;23;55;13;104;7;2;0;0;0;0;7;401;401;715;16
'051350C1100;307;420;4;425;53;153;9;16;52;14;112;7;1;0;0;1;0;7;425;425;715;16
'051350C1200;0;409;3;413;40;157;11;19;46;107;11;1;3;0;1;1;2;4;413;403;715;16
'051350C1300;308;419;4;424;41;149;17;15;57;12;107;8;3;1;SIN DATO;SIN DATO;1;13;424;424;715;16
'051352B0100;355;360;1;362;6;182;2;11;28;8;105;5;2;0;1;0;4;8;362;362;701;16
'051352C0100;339;378;0;378;9;180;4;16;25;9;113;5;3;0;0;0;0;14;378;378;701;16
'051352C0200;334;383;0;383;8;214;5;15;18;9;98;2;2;0;0;0;1;11;383;383;701;16
'051352C0300;375;342;0;342;11;159;4;11;19;15;104;5;1;0;0;0;2;11;342;342;701;16
'051352C0400;340;375;2;0;10;191;2;14;28;10;103;7;3;0;1;0;0;8;377;377;701;16
'051353B0100;0;0;0;0;6;145;2;9;53;6;97;4;0;0;0;0;0;15;336;337;602;16
'051353C0100;296;318;3;321;11;136;5;14;36;7;94;0;2;0;0;0;0;16;321;321;601;16
'051353C0200;280;335;2;337;17;145;5;12;38;6;94;6;1;0;1;1;0;11;337;337;601;16
'051354B0100;346;388;4;392;27;189;17;16;22;6;104;2;2;0;0;1;0;6;392;392;722;16
'051354C0100;366;366;6;372;17;188;11;17;31;6;89;3;2;1;0;0;0;7;372;372;722;16
'051354C0200;336;395;5;401;19;183;11;15;60;9;85;6;2;0;3;0;0;8;401;401;722;16
'051354C0300;0;387;4;391;20;168;13;12;48;12;105;0;0;0;0;0;0;13;391;391;722;16
'051354C0400;362;376;5;0;24;173;9;16;47;2;90;0;0;0;0;0;0;15;376;376;722;16
'051354C0500;353;382;3;385;19;171;6;13;45;5;111;4;1;0;1;1;SIN DATO;8;385;385;722;16
'051354C0600;365;370;3;373;18;166;5;10;45;10;102;5;4;0;0;1;0;7;373;373;722;16
'051354C0700;348;390;0;389;21;170;14;14;32;9;108;2;0;0;0;1;0;16;389;387;722;16
'051354C0800;334;398;5;403;12;190;5;18;48;2;102;5;3;0;0;1;0;17;403;403;721;16
'051354C0900;343;390;4;394;11;177;12;11;54;6;97;5;1;0;1;0;1;13;389;389;721;16
'051354C1000;362;373;2;375;20;181;8;12;38;3;100;3;1;SIN DATO;2;SIN DATO;1;6;375;375;721;16
'051354C1100;350;387;0;387;16;182;5;15;45;9;99;6;2;SIN DATO;SIN DATO;SIN DATO;SIN DATO;8;387;387;721;16
'051354C1200;367;366;4;370;17;149;11;21;54;8;100;1;0;1;0;0;0;8;370;370;721;16
'051354C1300;361;375;1;376;15;167;1;15;59;6;95;0;3;0;0;2;0;12;376;375;721;16
'051354C1400;337;394;5;400;23;176;10;9;50;10;98;8;1;0;2;0;0;13;400;400;721;16
'051354C1500;331;402;4;0;16;197;8;25;47;9;83;8;2;0;1;0;0;10;406;406;721;16
'051354C1600;353;379;5;384;22;176;11;13;33;8;97;6;2;2;0;1;1;12;384;384;721;16
'051354C1700;357;376;4;380;19;180;8;15;47;4;83;8;1;0;0;3;1;11;380;380;721;16
'051354C1800;323;409;5;414;16;213;11;24;47;10;72;1;2;0;1;3;2;12;414;414;721;16
'051354C1900;331;401;5;406;25;175;10;20;33;12;117;3;1;0;0;0;0;10;406;406;721;16
'051355B0100;234;338;6;344;14;155;11;11;40;8;94;1;0;0;0;0;0;10;344;344;562;16
'051355C0100;222;355;0;355;19;167;9;6;43;5;86;3;2;1;SIN DATO;2;SIN DATO;11;355;354;561;16
'051356B0100;222;355;0;355;19;167;9;6;43;5;86;3;2;1;SIN DATO;2;SIN DATO;11;355;354;479;16
'051356C0100;184;304;7;311;11;128;15;11;27;6;106;2;SIN DATO;SIN DATO;SIN DATO;SIN DATO;5;SIN DATO;311;311;479;16
'051357B0100;151;242;3;246;8;133;8;3;25;8;50;3;1;1;1;0;0;5;246;246;380;16
'051357C0100;175;317;3;320;18;125;3;9;30;6;110;5;2;0;0;0;0;12;320;320;380;16
'051358B0100;193;330;5;335;9;167;7;4;33;4;102;0;1;0;0;0;0;6;335;333;512;16
'051358C0100;186;337;4;341;10;158;1;12;20;7;117;4;0;0;0;1;0;11;341;341;511;16
'051359B0100;316;345;4;349;10;148;5;12;41;10;112;3;1;0;0;1;1;5;349;349;649;16
'051359C0100;333;347;5;352;13;156;16;14;32;1;107;3;2;0;0;1;0;7;352;352;648;16
'051359C0200;290;363;5;367;9;172;9;17;27;11;115;5;2;0;0;0;0;0;367;367;648;16
'051359C0300;300;361;2;364;7;165;5;10;34;10;119;0;0;0;0;0;0;14;364;364;648;16
'051361B0100;320;436;3;442;27;204;6;15;42;13;109;0;6;0;0;0;0;13;435;435;743;16
'051361C0100;285;467;1;466;37;223;11;22;49;8;97;9;SIN DATO;SIN DATO;SIN DATO;1;SIN DATO;9;466;466;743;16
'051361C0200;295;467;2;460;28;233;7;20;34;8;128;7;4;0;1;0;0;6;460;476;743;16
'051362B0100;305;384;2;386;38;148;27;6;41;5;90;10;1;0;1;0;0;16;386;383;675;16
'051362C0100;270;416;4;421;45;155;16;16;47;11;120;6;0;0;0;1;0;4;421;421;675;16
'051363B0100;227;306;5;306;13;113;8;12;33;6;102;5;0;0;0;SIN DATO;SIN DATO;14;306;306;517;16
'051363C0100;257;0;0;0;6;113;5;8;21;10;93;4;5;0;2;0;0;8;275;275;517;16
'051363C0200;227;305;5;306;10;129;7;12;37;7;97;3;0;0;0;0;0;4;306;306;517;16
'051364B0100;181;286;2;288;43;113;5;3;40;9;70;4;0;1;0;0;0;0;288;288;453;16
'051364C0100;171;292;4;297;51;103;7;5;36;7;74;4;3;0;0;1;0;6;297;297;453;16
'051365B0100;302;449;4;452;34;186;6;22;40;11;129;9;3;0;0;1;0;9;452;450;743;16
'051365C0100;296;457;3;475;22;235;12;12;52;10;122;6;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;4;475;475;743;16
'051365C0200;331;428;0;0;31;176;8;12;53;18;117;4;2;SIN DATO;SIN DATO;SIN DATO;SIN DATO;7;428;428;742;16
'051365C0300;308;447;3;449;38;173;11;15;66;11;111;15;1;2;SIN DATO;SIN DATO;SIN DATO;6;449;449;742;16
'051365C0400;318;440;5;445;38;188;12;22;61;6;103;3;5;0;0;0;0;7;445;445;742;16
'051365C0500;327;430;6;436;26;170;17;16;66;11;115;5;3;0;1;1;0;5;436;436;742;16
'051365C0600;315;758;4;437;23;184;11;13;57;10;126;7;3;SIN DATO;1;SIN DATO;SIN DATO;SIN DATO;0;435;742;16
'051365C0700;327;425;6;431;32;193;8;11;58;8;107;4;3;0;0;0;0;7;431;431;742;16
'051365S0100;392;624;0;623;36;274;20;19;92;19;130;16;2;1;2;0;1;11;623;623;0;16
'051366B0100;154;268;4;268;25;117;6;11;29;6;60;2;4;1;1;1;0;5;268;268;406;16
'051366C0100;147;269;5;274;40;108;7;8;26;8;62;5;2;0;1;0;0;7;274;274;406;16
'051367B0100;275;377;5;382;44;151;4;20;29;8;102;10;3;0;0;1;SIN DATO;10;382;382;641;16
'051367C0100;256;397;4;401;45;177;8;8;45;9;95;6;2;0;0;0;0;2;401;397;640;16
'051368B0100;0;0;0;0;27;123;1;32;36;8;13;5;2;1;0;1;0;1;320;250;548;16
'051368C0100;224;338;2;338;40;142;3;5;48;9;74;6;1;0;0;0;0;5;338;333;547;16
'051369B0100;162;238;4;242;27;95;2;6;30;6;61;6;2;0;0;0;0;7;242;242;388;16
'051369C0100;154;246;4;250;23;101;9;7;21;9;71;7;0;0;0;0;0;2;250;250;388;16
'051370B0100;225;308;4;312;44;134;11;5;45;4;60;4;1;0;0;0;0;4;312;312;521;16
'051371B0100;230;372;7;372;24;151;9;14;59;11;85;6;1;0;0;2;0;10;372;372;586;16
'051372B0100;275;342;5;347;47;118;3;8;39;7;102;4;1;0;0;2;0;17;347;348;609;16
'051373B0100;147;245;6;251;23;105;3;7;27;6;67;2;3;0;0;0;0;8;251;251;382;16
'051373C0100;170;222;5;227;21;84;5;5;23;5;74;3;1;0;0;1;0;5;227;227;381;16
'051374B0100;0;0;6;273;28;95;7;13;34;7;75;6;1;SIN DATO;SIN DATO;SIN DATO;1;6;273;273;497;16
'051374C0100;0;0;0;0;28;96;4;6;31;8;SIN DATO;5;1;0;0;0;SIN DATO;9;286;188;497;16
'051375B0100;155;249;4;249;21;100;3;7;17;6;83;1;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;9;0;247;388;16
'051375C0100;208;214;3;217;15;97;2;14;28;2;55;1;0;0;0;0;0;0;217;214;387;16
'051376B0100;152;283;4;287;62;125;4;3;27;2;50;5;3;0;0;0;0;6;287;287;423;16
'051376C0100;163;274;2;276;58;117;8;2;29;4;51;2;1;0;1;0;0;3;276;276;423;16
'051377B0100;192;304;4;308;41;137;4;8;27;6;76;4;2;SIN DATO;SIN DATO;SIN DATO;SIN DATO;3;308;308;487;16
'051377C0100;200;298;4;2;27;136;5;7;33;2;85;5;0;0;0;0;0;4;304;304;486;16
'051378B0100;160;271;4;276;28;149;1;4;33;4;42;1;3;0;0;0;0;10;276;275;419;16
'051378C0100;167;266;3;0;35;126;3;7;30;0;51;7;0;0;0;1;SIN DATO;6;266;266;418;16
'051379B0100;255;329;4;333;43;133;5;6;40;9;74;13;3;0;0;1;0;6;333;333;572;16
'051380B0100;193;303;3;306;60;119;4;6;49;6;48;5;1;0;0;0;1;7;306;306;482;16
'051380C0100;186;307;5;309;71;111;5;6;34;15;47;11;3;0;0;0;0;6;309;309;482;16
'051381B0100;262;255;7;262;54;109;2;12;28;4;50;1;1;0;0;0;0;1;262;262;402;16
'051381C0100;164;247;5;252;44;97;2;9;29;6;54;8;2;0;0;0;0;0;252;251;401;16
'051382B0100;289;388;3;0;55;177;8;13;34;6;80;7;4;0;1;0;SIN DATO;6;391;391;664;16
'051382C0100;276;401;3;402;60;180;5;11;42;8;81;8;0;0;0;0;0;7;402;402;664;16
'051382C0200;286;392;2;392;53;183;5;10;33;5;89;7;1;0;1;0;0;5;392;392;664;16
'051382C0300;284;392;3;395;58;187;2;6;41;14;72;5;0;0;0;0;2;8;395;395;663;16
'051382C0400;286;393;0;393;51;187;3;14;44;9;73;3;1;0;0;0;0;8;393;393;663;16
'051382C0500;0;0;0;405;63;179;4;5;38;3;80;9;4;1;0;0;1;18;405;405;663;16
'051383B0100;314;367;3;367;7;159;6;7;37;5;131;5;1;0;1;0;1;7;367;367;665;16
'051383C0100;310;368;2;370;10;173;3;14;24;7;116;10;0;0;0;1;0;12;370;370;664;16
'051383C0200;296;379;5;384;9;170;9;15;35;7;122;1;0;0;0;0;1;15;384;384;664;16
'051384B0100;246;390;5;396;31;190;5;11;41;9;86;2;4;0;2;0;0;15;396;396;626;16
'051384C0100;250;390;1;0;25;204;9;4;49;3;76;3;1;0;0;1;0;16;391;391;625;16
'051384C0200;248;390;3;393;49;168;7;5;48;5;100;0;0;0;0;0;0;11;393;393;625;16
'051385B0100;174;218;6;0;14;111;0;7;32;4;45;4;1;0;0;0;0;6;224;224;382;16
'051385C0100;158;234;5;0;18;117;4;3;33;6;48;3;1;0;0;0;0;6;239;239;381;16
'051386B0100;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;0;622;16
'051386C0100;234;400;3;403;32;210;7;7;34;8;84;2;5;0;0;0;0;14;403;403;621;16
'051387B0100;219;316;4;327;7;155;7;16;41;5;80;3;0;0;1;0;0;12;327;327;529;16
'051387C0100;222;318;11;323;7;136;5;24;28;5;102;1;2;SIN DATO;SIN DATO;SIN DATO;SIN DATO;11;322;321;529;16
'051388B0100;277;433;5;0;104;171;9;5;51;5;74;13;5;SIN DATO;SIN DATO;SIN DATO;SIN DATO;1;438;438;699;16
'051388C0100;291;420;3;423;115;163;6;10;41;6;69;7;4;0;0;1;0;1;423;423;698;16
'051388C0200;276;433;5;438;93;200;2;10;30;8;76;8;2;0;0;0;1;8;438;438;698;16
'051388C0300;289;420;5;425;93;164;3;9;54;7;76;11;2;0;0;1;0;5;425;425;698;16
'051389B0100;246;456;0;3;53;200;12;11;46;14;97;1;1;0;0;1;SIN DATO;17;453;453;686;16
'051390B0100;160;294;5;299;17;129;8;5;48;4;76;5;1;SIN DATO;SIN DATO;SIN DATO;SIN DATO;6;299;299;445;16
'051390C0100;170;290;6;290;17;110;9;6;37;8;91;2;1;0;0;0;0;9;290;290;444;16
'051391B0100;227;506;5;506;208;225;8;2;17;6;25;10;3;1;0;0;0;1;506;506;717;16
'051391C0100;233;495;4;499;190;237;3;4;25;4;24;6;3;0;0;0;0;3;499;499;716;16
'051392B0100;0;335;4;339;140;135;3;0;13;6;34;2;3;0;1;0;0;2;339;339;509;16
'051392C0100;172;349;3;352;120;143;1;3;15;1;47;11;5;1;0;0;0;5;352;352;509;16
'051393B0100;221;433;6;433;161;204;6;3;15;4;28;8;3;0;1;0;0;0;433;433;636;16
'051393C0100;221;426;5;427;173;187;2;2;22;0;22;12;3;0;0;1;0;3;427;427;635;16
'051394B0100;219;373;3;376;54;181;3;9;34;5;74;7;1;0;0;0;0;8;376;376;580;16
'051395B0100;178;371;5;371;140;148;4;6;16;7;35;7;0;0;SIN DATO;1;1;6;371;371;533;16
'051395C0100;198;345;5;350;113;162;1;3;20;2;40;4;1;0;0;1;0;3;350;350;532;16
'051396B0100;211;265;4;0;21;97;1;12;27;7;89;2;3;SIN DATO;2;SIN DATO;1;7;269;269;464;16
'051397B0100;178;327;3;322;32;168;1;10;22;6;76;1;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;14;330;330;491;16
'051397C0100;200;305;1;306;19;149;1;12;24;9;83;6;1;0;0;0;0;2;306;306;490;16
'051398B0100;246;396;4;403;86;188;5;10;34;8;57;6;3;0;0;0;1;5;403;403;631;16
'051398C0100;243;398;4;1;69;184;3;6;30;6;88;6;3;0;1;0;0;5;402;401;631;16
'051399B0100;182;329;5;334;52;162;0;8;43;4;51;8;1;0;0;0;0;5;334;334;500;16
'051399C0100;170;338;4;346;65;143;7;2;38;7;70;5;3;0;2;0;0;4;346;346;500;16
'051400B0100;151;254;5;258;100;100;3;2;21;4;22;4;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;2;258;258;393;16
'051400C0100;132;271;5;276;103;114;2;1;21;4;20;7;2;0;1;0;0;1;276;276;392;16
'051401B0100;195;253;3;0;72;103;1;3;22;5;42;1;3;0;0;1;0;4;257;257;436;16
'051401C0100;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;0;436;16
'051402B0100;195;363;3;366;133;156;3;5;19;2;33;9;3;0;0;0;0;3;366;366;545;16
'051402C0100;196;359;5;364;121;147;6;3;21;4;48;10;1;0;0;0;0;2;364;363;544;16
'051403B0100;263;488;5;494;205;240;1;1;9;1;20;9;4;0;0;0;1;3;494;494;741;16
'051403C0100;236;515;5;520;225;219;4;5;21;1;32;6;5;2;0;0;0;0;520;520;740;16
'051404B0100;146;259;6;265;62;116;2;4;29;5;35;6;4;SIN DATO;SIN DATO;SIN DATO;SIN DATO;2;265;265;395;16
'051404C0100;149;257;4;261;58;112;4;7;30;8;33;5;1;0;0;1;0;2;261;261;394;16
'051405B0100;239;383;5;388;101;156;3;7;32;7;74;3;0;0;0;0;1;4;388;388;611;16
'051405C0100;243;380;4;384;89;156;6;9;43;9;54;8;4;0;0;0;0;6;384;384;611;16
'051406B0100;273;429;4;433;128;185;4;9;24;5;55;13;3;2;0;0;0;5;433;433;690;16
'051406C0100;249;452;4;0;151;179;6;6;24;8;55;18;0;1;2;0;0;6;456;456;689;16
'051407B0100;220;372;3;376;92;144;2;6;36;10;65;7;4;0;0;0;0;10;376;376;579;16
'051407C0100;236;352;3;358;92;137;1;5;37;8;66;6;4;0;0;1;1;0;358;358;579;16
'051407C0200;0;0;0;0;90;153;3;4;27;3;71;7;7;0;1;0;0;7;373;373;578;16
'051407C0300;229;361;4;365;102;148;3;5;35;10;42;9;2;0;0;3;0;6;365;365;578;16
'051408B0100;250;343;4;347;88;127;4;2;32;3;63;15;6;0;0;0;1;6;347;347;581;16
'051408C0100;219;372;5;377;110;145;5;7;25;4;56;11;8;0;0;0;0;6;377;377;580;16
'051410B0100;257;328;4;332;12;152;3;2;15;4;126;3;2;0;2;0;0;11;332;332;573;16
'051410C0100;245;340;4;338;18;157;3;7;26;1;106;2;3;0;1;0;0;14;340;338;573;16
'051410C0200;266;317;5;322;13;164;4;7;19;3;98;2;1;0;0;0;0;11;322;322;572;16
'051412B0100;262;270;4;274;16;181;1;7;15;5;90;2;0;0;0;0;0;7;274;324;520;16
'051412C0100;226;304;3;311;9;159;6;29;18;3;82;3;4;0;0;1;0;7;311;321;520;16
'051412C0200;246;286;4;289;16;125;4;13;18;5;98;4;1;0;0;0;0;5;289;289;520;16
'051413B0100;194;324;5;329;45;131;2;9;58;9;60;8;0;0;0;2;0;5;329;329;507;16
'051413C0100;213;307;3;310;44;137;3;12;49;3;55;0;3;0;0;0;0;4;310;310;507;16
'051414B0100;244;434;4;434;23;219;3;18;65;10;74;3;2;0;0;0;0;17;434;434;660;16
'051414C0100;241;432;3;435;27;211;3;17;47;12;98;5;2;SIN DATO;SIN DATO;SIN DATO;SIN DATO;13;435;435;660;16
'051415B0100;194;298;5;304;33;130;4;12;19;11;79;5;3;0;1;0;0;7;304;304;482;16
'051415C0100;135;323;2;324;30;151;10;6;30;12;81;0;0;0;0;0;0;4;324;324;481;16
'051416B0100;146;304;4;308;25;159;2;5;27;6;75;3;0;0;0;0;0;5;308;307;438;16
'051416C0100;151;299;4;303;30;154;2;9;33;4;61;6;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;7;303;306;438;16
'051417B0100;181;264;4;268;50;119;7;4;20;5;51;8;1;0;0;0;0;3;268;268;433;16
'051417C0100;140;304;5;309;49;146;0;7;25;5;64;8;4;0;0;0;0;1;309;309;433;16
'051418B0100;223;345;2;344;43;148;7;10;40;13;72;8;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;3;344;344;554;16
'051418C0100;0;0;0;0;36;181;4;7;44;5;79;6;0;2;1;1;0;5;371;371;554;16
'051419B0100;196;273;3;276;31;108;3;17;39;2;62;8;4;SIN DATO;SIN DATO;SIN DATO;SIN DATO;2;276;276;456;16
'051419C0100;0;0;0;0;40;118;6;5;28;5;81;4;SIN DATO;SIN DATO;SIN DATO;1;SIN DATO;7;295;295;456;16
'051420B0100;225;354;4;358;54;153;4;14;42;6;70;9;2;0;0;1;0;3;358;358;567;16
'051420C0100;233;346;3;349;45;161;4;12;46;4;61;7;2;0;0;0;0;7;349;349;566;16
'051421B0100;136;280;4;284;20;126;6;15;33;4;74;1;3;0;0;1;0;1;284;284;404;16
'051421C0100;169;250;2;250;15;109;2;5;36;7;66;50;0;0;0;0;0;5;245;295;404;16
'051422B0100;194;283;5;289;41;100;4;5;45;8;76;1;5;SIN DATO;SIN DATO;SIN DATO;SIN DATO;4;289;289;467;16
'051422C0100;195;290;4;294;35;134;8;9;25;5;64;6;2;0;SIN DATO;SIN DATO;SIN DATO;1;294;289;467;16
'051423B0100;249;364;1;365;69;158;12;7;44;3;60;5;1;0;1;0;0;5;365;365;598;16
'051423C0100;227;384;3;387;55;186;1;13;45;8;64;7;8;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;387;387;598;16
'051424B0100;179;270;2;270;21;126;2;11;24;3;71;5;2;0;0;0;0;5;270;270;436;16
'051424C0100;174;274;2;274;20;133;0;12;26;0;65;2;1;0;0;0;0;9;274;268;435;16
'051425B0100;287;369;5;374;18;155;5;13;42;8;114;2;1;1;0;0;SIN DATO;15;374;374;649;16
'051425C0100;281;381;3;0;14;164;9;15;40;11;111;4;2;SIN DATO;1;SIN DATO;SIN DATO;13;384;384;649;16
'051426B0100;289;327;7;332;15;171;6;16;25;7;81;3;2;0;1;0;SIN DATO;5;332;332;605;16
'051426C0100;275;343;7;343;11;154;4;12;31;5;106;1;3;0;0;1;0;14;342;342;604;16
'051427B0100;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;643;16
